IM,DCR,P,Upper,Lower
3.7199999999999998,2.527899681172115,0.9994613245649392,0.9999902047231539,0.9883812427588914
3.73,2.5345155204220244,0.9994786077023523,0.9999906015099184,0.9886581897044169
3.7399999999999998,2.541130891549881,0.9994953322685368,0.9999909819558258,0.9889286636154322
3.75,2.5477457958403407,0.9995115163724899,0.9999913467440927,0.9891928102096816
3.76,2.5543602345711194,0.9995271775375135,0.9999916965289818,0.9894507721470261
3.77,2.5609742090130463,0.9995423327199656,0.9999920319370424,0.9897026890849905
3.78,2.5675877204301196,0.9995569983274243,0.9999923535682991,0.989948697733642
3.79,2.5742007700795626,0.9995711902362819,0.9999926619973873,0.9901889319097924
3.8,2.5808133592118763,0.9995849238087873,0.9999929577746413,0.9904235225905176
3.81,2.5874254890708936,0.9995982139095513,0.9999932414271333,0.990652597965991
3.82,2.5940371608938317,0.9996110749215341,0.9999935134596697,0.9908762834916254
3.83,2.600648375911346,0.9996235207615267,0.9999937743557428,0.9910947019395208
3.84,2.6072591353475802,0.9996355648951462,0.9999940245784417,0.991307973449214
3.8499999999999996,2.613869440420218,0.9996472203513548,0.9999942645713241,0.9915162155777308
3.86,2.6204792923405344,0.9996584997365223,0.9999944947592508,0.991719543348936
3.8699999999999997,2.6270886923134458,0.9996694152480411,0.9999947155491834,0.9919180693021826
3.88,2.633697641537561,0.999679978687511,0.9999949273309479,0.9921119035402599
3.8899999999999997,2.6403061412052264,0.9996902014735053,0.9999951304779655,0.99230115377664
3.9,2.6469141925025794,0.9997000946539315,0.9999953253479522,0.9924859253820237
3.9099999999999997,2.6535217966095934,0.9997096689179988,0.9999955122835874,0.9926663214301888
3.92,2.660128954700128,0.9997189346078055,0.9999956916131542,0.9928424427431399
3.9299999999999997,2.6667356679419734,0.999727901729556,0.9999958636511526,0.993014387935564
3.94,2.6733419374968994,0.9997365799644217,0.9999960286988854,0.9931822534585945
3.9499999999999997,2.679947764520701,0.9997449786790547,0.9999961870450194,0.9933461336428858
3.96,2.6865531501632436,0.9997531069357652,0.9999963389661225,0.9935061207410028
3.9699999999999998,2.693158095568509,0.9997609735023747,0.9999964847271776,0.993662304969128
3.98,2.6997626018746397,0.9997685868617527,0.9999966245820743,0.9938147745480923
3.9899999999999998,2.7063666702139835,0.9997759552210492,0.9999967587740796,0.9939636157437318
4.0,2.7129703017131384,0.9997830865206312,0.9999968875362883,0.994108912906577
4.01,2.7195734974929935,0.9997899884427315,0.9999970110920549,0.9942507485108781
4.02,2.7261762586687768,0.9997966684198221,0.999997129655405,0.9943892031929736
4.03,2.7327785863500917,0.9998031336427162,0.9999972434314315,0.9945243557890044
4.04,2.739380481640964,0.9998093910684122,0.9999973526166716,0.9946562833719836
4.05,2.7459819456398815,0.9998154474276835,0.9999974573994695,0.9947850612882233
4.06,2.752582979439836,0.9998213092324255,0.9999975579603223,0.994910763193128
4.07,2.7591835841283663,0.9998269827827655,0.9999976544722118,0.9950334610863597
4.08,2.765783760787592,0.9998324741739428,0.9999977471009213,0.9951532253463796
4.09,2.7723835104942625,0.9998377893029687,0.9999978360053401,0.9952701247643765
4.1,2.7789828343197915,0.9998429338750696,0.999997921337754,0.9953842265775846
4.109999999999999,2.7855817333302966,0.9998479134099238,0.9999980032441236,0.9954955965020008
4.12,2.7921802085866405,0.9998527332476963,0.9999980818643507,0.9956042987645061
4.13,2.7987782611444665,0.999857398554878,0.9999981573325339,0.9957103961344002
4.14,2.80537589205424,0.999861914329937,0.9999982297772123,0.9958139499543545
4.1499999999999995,2.8119731023612844,0.9998662854087867,0.9999982993215997,0.9959150201707917
4.16,2.8185698931058196,0.999870516470077,0.9999983660838081,0.9960136653637
4.17,2.825166265322997,0.9998746120403138,0.9999984301770626,0.9961099427758867
4.18,2.8317622200429393,0.9998785764988135,0.9999984917099057,0.9962039083416823
4.1899999999999995,2.8383577582907757,0.9998824140824961,0.9999985507863952,0.9962956167150981
4.2,2.844952881086677,0.9998861288905231,0.9999986075062905,0.9963851212974497
4.21,2.8515475894458913,0.9998897248887854,0.9999986619652345,0.9964724742644483
4.22,2.8581418843787825,0.9998932059142449,0.9999987142549247,0.9965577265927729
4.2299999999999995,2.86473576689086,0.9998965756791356,0.9999987644632791,0.9966409280861266
4.24,2.87132923798282,0.9998998377750283,0.9999988126745942,0.9967221274007865
4.25,2.877922298650572,0.9999029956767628,0.9999988589696964,0.9968013720706542
4.26,2.8845149498852813,0.9999060527462524,0.999998903426087,0.9968787085318148
4.27,2.8911071926733958,0.9999090122361657,0.9999989461180809,0.9969541821466109
4.28,2.8976990279966834,0.9999118772934867,0.9999989871169401,0.9970278372272403
4.29,2.9042904568322636,0.9999146509629615,0.9999990264910005,0.9970997170588833
4.3,2.91088148015264,0.9999173361904301,0.9999990643057941,0.9971698639223695
4.31,2.9174720989257343,0.9999199358260523,0.9999991006241661,0.9972383191163873
4.32,2.924062314114918,0.9999224526274273,0.9999991355063861,0.9973051229792483
4.33,2.9306521266790417,0.9999248892626111,0.9999991690102561,0.9973703149102106
